pincode,population,grade
509204,53329,district_apportioned
509205,53329,district_apportioned
509206,53329,district_apportioned
509207,53329,district_apportioned
509208,53329,district_apportioned
509209,53329,district_apportioned
509210,53329,district_apportioned
509215,53329,district_apportioned
509216,53329,district_apportioned
509217,53329,district_apportioned
509219,53329,district_apportioned
509228,53329,district_apportioned
509235,53329,district_apportioned
509301,53329,district_apportioned
509302,53329,district_apportioned
509311,53329,district_apportioned
509320,53329,district_apportioned
509321,53329,district_apportioned
509324,53329,district_apportioned
509325,53329,district_apportioned
509326,53329,district_apportioned
509327,53329,district_apportioned
509334,53329,district_apportioned
509335,53329,district_apportioned
509336,53329,district_apportioned
509337,53329,district_apportioned
509338,53329,district_apportioned
509339,53329,district_apportioned
509340,53329,district_apportioned
509349,53329,district_apportioned
509350,53329,district_apportioned
509351,53329,district_apportioned
509352,53329,district_apportioned
509353,53329,district_apportioned
509357,53329,district_apportioned
509358,53329,district_apportioned
509360,53329,district_apportioned
509371,53329,district_apportioned
509375,53329,district_apportioned
509376,53329,district_apportioned
509380,53329,district_apportioned
509381,53329,district_apportioned
509382,53329,district_apportioned
509385,53329,district_apportioned
509401,53329,district_apportioned
509406,53329,district_apportioned
509407,53329,district_apportioned
509408,53329,district_apportioned
509409,53329,district_apportioned
509410,53329,district_apportioned
509411,53329,district_apportioned
509412,53329,district_apportioned
515001,43416,district_apportioned
515002,43416,district_apportioned
515003,43416,district_apportioned
515004,43416,district_apportioned
515005,43416,district_apportioned
515101,43416,district_apportioned
515110,43416,district_apportioned
515122,43416,district_apportioned
515123,43416,district_apportioned
515124,43416,district_apportioned
515133,43416,district_apportioned
515134,43416,district_apportioned
515144,43416,district_apportioned
515154,43416,district_apportioned
515159,43416,district_apportioned
515164,43416,district_apportioned
515201,43416,district_apportioned
515202,43416,district_apportioned
515211,43416,district_apportioned
515212,43416,district_apportioned
515231,43416,district_apportioned
515241,43416,district_apportioned
515261,43416,district_apportioned
515271,43416,district_apportioned
515281,43416,district_apportioned
515286,43416,district_apportioned
515291,43416,district_apportioned
515301,43416,district_apportioned
515303,43416,district_apportioned
515305,43416,district_apportioned
515311,43416,district_apportioned
515321,43416,district_apportioned
515331,43416,district_apportioned
515341,43416,district_apportioned
515401,43416,district_apportioned
515402,43416,district_apportioned
515405,43416,district_apportioned
515408,43416,district_apportioned
515411,43416,district_apportioned
515413,43416,district_apportioned
515414,43416,district_apportioned
515415,43416,district_apportioned
515425,43416,district_apportioned
515435,43416,district_apportioned
515445,43416,district_apportioned
515455,43416,district_apportioned
515465,43416,district_apportioned
515501,43416,district_apportioned
515511,43416,district_apportioned
515521,43416,district_apportioned
515531,43416,district_apportioned
515541,43416,district_apportioned
515551,43416,district_apportioned
515556,43416,district_apportioned
515561,43416,district_apportioned
515571,43416,district_apportioned
515581,43416,district_apportioned
515591,43416,district_apportioned
515601,43416,district_apportioned
515611,43416,district_apportioned
515621,43416,district_apportioned
515631,43416,district_apportioned
515641,43416,district_apportioned
515651,43416,district_apportioned
515661,43416,district_apportioned
515671,43416,district_apportioned
515672,43416,district_apportioned
515701,43416,district_apportioned
515711,43416,district_apportioned
515721,43416,district_apportioned
515722,43416,district_apportioned
515731,43416,district_apportioned
515741,43416,district_apportioned
515751,43416,district_apportioned
515761,43416,district_apportioned
515763,43416,district_apportioned
515765,43416,district_apportioned
515766,43416,district_apportioned
515767,43416,district_apportioned
515774,43416,district_apportioned
515775,43416,district_apportioned
515787,43416,district_apportioned
515801,43416,district_apportioned
515803,43416,district_apportioned
515812,43416,district_apportioned
515822,43416,district_apportioned
515832,43416,district_apportioned
515842,43416,district_apportioned
515863,43416,district_apportioned
515865,43416,district_apportioned
515867,43416,district_apportioned
515870,43416,district_apportioned
515871,43416,district_apportioned
515872,43416,district_apportioned
516001,34315,district_apportioned
516002,34315,district_apportioned
516003,34315,district_apportioned
516004,34315,district_apportioned
516005,34315,district_apportioned
516101,34315,district_apportioned
516104,34315,district_apportioned
516105,34315,district_apportioned
516107,34315,district_apportioned
516108,34315,district_apportioned
516110,34315,district_apportioned
516115,34315,district_apportioned
516126,34315,district_apportioned
516127,34315,district_apportioned
516128,34315,district_apportioned
516129,34315,district_apportioned
516130,34315,district_apportioned
516150,34315,district_apportioned
516151,34315,district_apportioned
516152,34315,district_apportioned
516162,34315,district_apportioned
516163,34315,district_apportioned
516172,34315,district_apportioned
516173,34315,district_apportioned
516175,34315,district_apportioned
516193,34315,district_apportioned
516203,34315,district_apportioned
516213,34315,district_apportioned
516214,34315,district_apportioned
516215,34315,district_apportioned
516216,34315,district_apportioned
516217,34315,district_apportioned
516218,34315,district_apportioned
516227,34315,district_apportioned
516228,34315,district_apportioned
516233,34315,district_apportioned
516237,34315,district_apportioned
516247,34315,district_apportioned
516257,34315,district_apportioned
516259,34315,district_apportioned
516267,34315,district_apportioned
516268,34315,district_apportioned
516269,34315,district_apportioned
516270,34315,district_apportioned
516289,34315,district_apportioned
516293,34315,district_apportioned
516309,34315,district_apportioned
516310,34315,district_apportioned
516311,34315,district_apportioned
516312,34315,district_apportioned
516321,34315,district_apportioned
516329,34315,district_apportioned
516330,34315,district_apportioned
516339,34315,district_apportioned
516349,34315,district_apportioned
516350,34315,district_apportioned
516355,34315,district_apportioned
516356,34315,district_apportioned
516359,34315,district_apportioned
516360,34315,district_apportioned
516361,34315,district_apportioned
516362,34315,district_apportioned
516380,34315,district_apportioned
516390,34315,district_apportioned
516391,34315,district_apportioned
516396,34315,district_apportioned
516401,34315,district_apportioned
516411,34315,district_apportioned
516421,34315,district_apportioned
516431,34315,district_apportioned
516432,34315,district_apportioned
516433,34315,district_apportioned
516434,34315,district_apportioned
516439,34315,district_apportioned
516444,34315,district_apportioned
516454,34315,district_apportioned
516464,34315,district_apportioned
516474,34315,district_apportioned
516484,34315,district_apportioned
516501,34315,district_apportioned
516502,34315,district_apportioned
516503,34315,district_apportioned
516504,34315,district_apportioned
516505,34315,district_apportioned
517001,42162,district_apportioned
517002,42162,district_apportioned
517004,42162,district_apportioned
517101,42162,district_apportioned
517102,42162,district_apportioned
517112,42162,district_apportioned
517113,42162,district_apportioned
517123,42162,district_apportioned
517124,42162,district_apportioned
517125,42162,district_apportioned
517126,42162,district_apportioned
517127,42162,district_apportioned
517128,42162,district_apportioned
517129,42162,district_apportioned
517130,42162,district_apportioned
517131,42162,district_apportioned
517132,42162,district_apportioned
517152,42162,district_apportioned
517167,42162,district_apportioned
517172,42162,district_apportioned
517192,42162,district_apportioned
517193,42162,district_apportioned
517194,42162,district_apportioned
517213,42162,district_apportioned
517214,42162,district_apportioned
517234,42162,district_apportioned
517235,42162,district_apportioned
517236,42162,district_apportioned
517237,42162,district_apportioned
517247,42162,district_apportioned
517257,42162,district_apportioned
517277,42162,district_apportioned
517280,42162,district_apportioned
517291,42162,district_apportioned
517297,42162,district_apportioned
517299,42162,district_apportioned
517305,42162,district_apportioned
517319,42162,district_apportioned
517325,42162,district_apportioned
517326,42162,district_apportioned
517350,42162,district_apportioned
517351,42162,district_apportioned
517352,42162,district_apportioned
517370,42162,district_apportioned
517390,42162,district_apportioned
517391,42162,district_apportioned
517401,42162,district_apportioned
517403,42162,district_apportioned
517408,42162,district_apportioned
517414,42162,district_apportioned
517415,42162,district_apportioned
517416,42162,district_apportioned
517417,42162,district_apportioned
517418,42162,district_apportioned
517419,42162,district_apportioned
517421,42162,district_apportioned
517422,42162,district_apportioned
517423,42162,district_apportioned
517424,42162,district_apportioned
517425,42162,district_apportioned
517426,42162,district_apportioned
517429,42162,district_apportioned
517432,42162,district_apportioned
517501,42162,district_apportioned
517502,42162,district_apportioned
517503,42162,district_apportioned
517504,42162,district_apportioned
517505,42162,district_apportioned
517506,42162,district_apportioned
517507,42162,district_apportioned
517520,42162,district_apportioned
517526,42162,district_apportioned
517536,42162,district_apportioned
517541,42162,district_apportioned
517551,42162,district_apportioned
517561,42162,district_apportioned
517569,42162,district_apportioned
517571,42162,district_apportioned
517581,42162,district_apportioned
517582,42162,district_apportioned
517583,42162,district_apportioned
517584,42162,district_apportioned
517586,42162,district_apportioned
517587,42162,district_apportioned
517588,42162,district_apportioned
517589,42162,district_apportioned
517590,42162,district_apportioned
517591,42162,district_apportioned
517592,42162,district_apportioned
517599,42162,district_apportioned
517619,42162,district_apportioned
517620,42162,district_apportioned
517640,42162,district_apportioned
517641,42162,district_apportioned
517642,42162,district_apportioned
517643,42162,district_apportioned
517644,42162,district_apportioned
517645,42162,district_apportioned
517646,42162,district_apportioned
518001,47688,district_apportioned
518002,47688,district_apportioned
518003,47688,district_apportioned
518004,47688,district_apportioned
518005,47688,district_apportioned
518006,47688,district_apportioned
518007,47688,district_apportioned
518010,47688,district_apportioned
518101,47688,district_apportioned
518102,47688,district_apportioned
518112,47688,district_apportioned
518122,47688,district_apportioned
518123,47688,district_apportioned
518124,47688,district_apportioned
518134,47688,district_apportioned
518135,47688,district_apportioned
518145,47688,district_apportioned
518155,47688,district_apportioned
518165,47688,district_apportioned
518166,47688,district_apportioned
518176,47688,district_apportioned
518186,47688,district_apportioned
518196,47688,district_apportioned
518206,47688,district_apportioned
518216,47688,district_apportioned
518217,47688,district_apportioned
518218,47688,district_apportioned
518220,47688,district_apportioned
518221,47688,district_apportioned
518222,47688,district_apportioned
518225,47688,district_apportioned
518301,47688,district_apportioned
518302,47688,district_apportioned
518308,47688,district_apportioned
518313,47688,district_apportioned
518323,47688,district_apportioned
518333,47688,district_apportioned
518343,47688,district_apportioned
518344,47688,district_apportioned
518345,47688,district_apportioned
518346,47688,district_apportioned
518347,47688,district_apportioned
518348,47688,district_apportioned
518349,47688,district_apportioned
518350,47688,district_apportioned
518360,47688,district_apportioned
518380,47688,district_apportioned
518385,47688,district_apportioned
518390,47688,district_apportioned
518395,47688,district_apportioned
518396,47688,district_apportioned
518401,47688,district_apportioned
518405,47688,district_apportioned
518411,47688,district_apportioned
518412,47688,district_apportioned
518422,47688,district_apportioned
518432,47688,district_apportioned
518442,47688,district_apportioned
518452,47688,district_apportioned
518462,47688,district_apportioned
518463,47688,district_apportioned
518464,47688,district_apportioned
518465,47688,district_apportioned
518466,47688,district_apportioned
518467,47688,district_apportioned
518468,47688,district_apportioned
518501,47688,district_apportioned
518502,47688,district_apportioned
518508,47688,district_apportioned
518510,47688,district_apportioned
518511,47688,district_apportioned
518512,47688,district_apportioned
518513,47688,district_apportioned
518523,47688,district_apportioned
518533,47688,district_apportioned
518543,47688,district_apportioned
518553,47688,district_apportioned
518563,47688,district_apportioned
518573,47688,district_apportioned
518583,47688,district_apportioned
518593,47688,district_apportioned
518594,47688,district_apportioned
518598,47688,district_apportioned
518599,47688,district_apportioned
518674,47688,district_apportioned
520001,39626,district_apportioned
520002,39626,district_apportioned
520003,39626,district_apportioned
520004,39626,district_apportioned
520007,39626,district_apportioned
520008,39626,district_apportioned
520010,39626,district_apportioned
520011,39626,district_apportioned
520012,39626,district_apportioned
520013,39626,district_apportioned
520015,39626,district_apportioned
521001,39626,district_apportioned
521002,39626,district_apportioned
521003,39626,district_apportioned
521101,39626,district_apportioned
521102,39626,district_apportioned
521104,39626,district_apportioned
521105,39626,district_apportioned
521106,39626,district_apportioned
521107,39626,district_apportioned
521108,39626,district_apportioned
521109,39626,district_apportioned
521110,39626,district_apportioned
521111,39626,district_apportioned
521120,39626,district_apportioned
521121,39626,district_apportioned
521122,39626,district_apportioned
521125,39626,district_apportioned
521126,39626,district_apportioned
521130,39626,district_apportioned
521131,39626,district_apportioned
521132,39626,district_apportioned
521133,39626,district_apportioned
521134,39626,district_apportioned
521135,39626,district_apportioned
521136,39626,district_apportioned
521137,39626,district_apportioned
521138,39626,district_apportioned
521139,39626,district_apportioned
521148,39626,district_apportioned
521149,39626,district_apportioned
521150,39626,district_apportioned
521151,39626,district_apportioned
521153,39626,district_apportioned
521156,39626,district_apportioned
521157,39626,district_apportioned
521158,39626,district_apportioned
521162,39626,district_apportioned
521163,39626,district_apportioned
521164,39626,district_apportioned
521165,39626,district_apportioned
521170,39626,district_apportioned
521175,39626,district_apportioned
521178,39626,district_apportioned
521180,39626,district_apportioned
521181,39626,district_apportioned
521182,39626,district_apportioned
521183,39626,district_apportioned
521185,39626,district_apportioned
521190,39626,district_apportioned
521201,39626,district_apportioned
521202,39626,district_apportioned
521207,39626,district_apportioned
521211,39626,district_apportioned
521212,39626,district_apportioned
521213,39626,district_apportioned
521214,39626,district_apportioned
521215,39626,district_apportioned
521225,39626,district_apportioned
521226,39626,district_apportioned
521227,39626,district_apportioned
521228,39626,district_apportioned
521229,39626,district_apportioned
521230,39626,district_apportioned
521235,39626,district_apportioned
521241,39626,district_apportioned
521245,39626,district_apportioned
521246,39626,district_apportioned
521247,39626,district_apportioned
521250,39626,district_apportioned
521256,39626,district_apportioned
521260,39626,district_apportioned
521261,39626,district_apportioned
521263,39626,district_apportioned
521286,39626,district_apportioned
521301,39626,district_apportioned
521311,39626,district_apportioned
521312,39626,district_apportioned
521321,39626,district_apportioned
521322,39626,district_apportioned
521323,39626,district_apportioned
521324,39626,district_apportioned
521325,39626,district_apportioned
521326,39626,district_apportioned
521327,39626,district_apportioned
521328,39626,district_apportioned
521329,39626,district_apportioned
521330,39626,district_apportioned
521331,39626,district_apportioned
521332,39626,district_apportioned
521333,39626,district_apportioned
521340,39626,district_apportioned
521343,39626,district_apportioned
521344,39626,district_apportioned
521345,39626,district_apportioned
521356,39626,district_apportioned
521366,39626,district_apportioned
521369,39626,district_apportioned
521390,39626,district_apportioned
521401,39626,district_apportioned
521402,39626,district_apportioned
521403,39626,district_apportioned
521456,39626,district_apportioned
521457,39626,district_apportioned
522001,44435,district_apportioned
522002,44435,district_apportioned
522003,44435,district_apportioned
522004,44435,district_apportioned
522005,44435,district_apportioned
522006,44435,district_apportioned
522007,44435,district_apportioned
522009,44435,district_apportioned
522015,44435,district_apportioned
522016,44435,district_apportioned
522017,44435,district_apportioned
522018,44435,district_apportioned
522019,44435,district_apportioned
522020,44435,district_apportioned
522034,44435,district_apportioned
522101,44435,district_apportioned
522102,44435,district_apportioned
522111,44435,district_apportioned
522112,44435,district_apportioned
522113,44435,district_apportioned
522124,44435,district_apportioned
522201,44435,district_apportioned
522202,44435,district_apportioned
522211,44435,district_apportioned
522212,44435,district_apportioned
522213,44435,district_apportioned
522233,44435,district_apportioned
522234,44435,district_apportioned
522235,44435,district_apportioned
522236,44435,district_apportioned
522237,44435,district_apportioned
522238,44435,district_apportioned
522256,44435,district_apportioned
522257,44435,district_apportioned
522258,44435,district_apportioned
522259,44435,district_apportioned
522261,44435,district_apportioned
522262,44435,district_apportioned
522264,44435,district_apportioned
522265,44435,district_apportioned
522268,44435,district_apportioned
522301,44435,district_apportioned
522302,44435,district_apportioned
522303,44435,district_apportioned
522304,44435,district_apportioned
522305,44435,district_apportioned
522306,44435,district_apportioned
522307,44435,district_apportioned
522308,44435,district_apportioned
522309,44435,district_apportioned
522310,44435,district_apportioned
522311,44435,district_apportioned
522312,44435,district_apportioned
522313,44435,district_apportioned
522314,44435,district_apportioned
522315,44435,district_apportioned
522316,44435,district_apportioned
522317,44435,district_apportioned
522318,44435,district_apportioned
522324,44435,district_apportioned
522325,44435,district_apportioned
522329,44435,district_apportioned
522330,44435,district_apportioned
522341,44435,district_apportioned
522401,44435,district_apportioned
522402,44435,district_apportioned
522403,44435,district_apportioned
522408,44435,district_apportioned
522409,44435,district_apportioned
522410,44435,district_apportioned
522411,44435,district_apportioned
522412,44435,district_apportioned
522413,44435,district_apportioned
522414,44435,district_apportioned
522415,44435,district_apportioned
522421,44435,district_apportioned
522426,44435,district_apportioned
522435,44435,district_apportioned
522436,44435,district_apportioned
522437,44435,district_apportioned
522438,44435,district_apportioned
522439,44435,district_apportioned
522501,44435,district_apportioned
522502,44435,district_apportioned
522503,44435,district_apportioned
522508,44435,district_apportioned
522509,44435,district_apportioned
522510,44435,district_apportioned
522529,44435,district_apportioned
522549,44435,district_apportioned
522601,44435,district_apportioned
522603,44435,district_apportioned
522611,44435,district_apportioned
522612,44435,district_apportioned
522613,44435,district_apportioned
522614,44435,district_apportioned
522615,44435,district_apportioned
522616,44435,district_apportioned
522617,44435,district_apportioned
522619,44435,district_apportioned
522626,44435,district_apportioned
522646,44435,district_apportioned
522647,44435,district_apportioned
522649,44435,district_apportioned
522657,44435,district_apportioned
522658,44435,district_apportioned
522659,44435,district_apportioned
522660,44435,district_apportioned
522661,44435,district_apportioned
522663,44435,district_apportioned
523001,33638,district_apportioned
523002,33638,district_apportioned
523101,33638,district_apportioned
523104,33638,district_apportioned
523105,33638,district_apportioned
523108,33638,district_apportioned
523109,33638,district_apportioned
523110,33638,district_apportioned
523111,33638,district_apportioned
523112,33638,district_apportioned
523113,33638,district_apportioned
523114,33638,district_apportioned
523115,33638,district_apportioned
523116,33638,district_apportioned
523117,33638,district_apportioned
523135,33638,district_apportioned
523155,33638,district_apportioned
523156,33638,district_apportioned
523157,33638,district_apportioned
523165,33638,district_apportioned
523166,33638,district_apportioned
523167,33638,district_apportioned
523168,33638,district_apportioned
523169,33638,district_apportioned
523170,33638,district_apportioned
523171,33638,district_apportioned
523180,33638,district_apportioned
523181,33638,district_apportioned
523182,33638,district_apportioned
523183,33638,district_apportioned
523184,33638,district_apportioned
523185,33638,district_apportioned
523186,33638,district_apportioned
523187,33638,district_apportioned
523190,33638,district_apportioned
523201,33638,district_apportioned
523211,33638,district_apportioned
523212,33638,district_apportioned
523213,33638,district_apportioned
523214,33638,district_apportioned
523223,33638,district_apportioned
523224,33638,district_apportioned
523225,33638,district_apportioned
523226,33638,district_apportioned
523227,33638,district_apportioned
523228,33638,district_apportioned
523230,33638,district_apportioned
523240,33638,district_apportioned
523241,33638,district_apportioned
523245,33638,district_apportioned
523246,33638,district_apportioned
523247,33638,district_apportioned
523252,33638,district_apportioned
523253,33638,district_apportioned
523254,33638,district_apportioned
523260,33638,district_apportioned
523261,33638,district_apportioned
523262,33638,district_apportioned
523263,33638,district_apportioned
523264,33638,district_apportioned
523265,33638,district_apportioned
523270,33638,district_apportioned
523271,33638,district_apportioned
523272,33638,district_apportioned
523273,33638,district_apportioned
523274,33638,district_apportioned
523279,33638,district_apportioned
523280,33638,district_apportioned
523281,33638,district_apportioned
523286,33638,district_apportioned
523291,33638,district_apportioned
523292,33638,district_apportioned
523301,33638,district_apportioned
523302,33638,district_apportioned
523303,33638,district_apportioned
523304,33638,district_apportioned
523305,33638,district_apportioned
523315,33638,district_apportioned
523316,33638,district_apportioned
523320,33638,district_apportioned
523326,33638,district_apportioned
523327,33638,district_apportioned
523328,33638,district_apportioned
523329,33638,district_apportioned
523330,33638,district_apportioned
523331,33638,district_apportioned
523332,33638,district_apportioned
523333,33638,district_apportioned
523334,33638,district_apportioned
523335,33638,district_apportioned
523336,33638,district_apportioned
523346,33638,district_apportioned
523356,33638,district_apportioned
523357,33638,district_apportioned
523367,33638,district_apportioned
523368,33638,district_apportioned
523369,33638,district_apportioned
523370,33638,district_apportioned
523371,33638,district_apportioned
523372,33638,district_apportioned
523373,33638,district_apportioned
524001,37044,district_apportioned
524002,37044,district_apportioned
524003,37044,district_apportioned
524004,37044,district_apportioned
524005,37044,district_apportioned
524101,37044,district_apportioned
524121,37044,district_apportioned
524123,37044,district_apportioned
524124,37044,district_apportioned
524126,37044,district_apportioned
524127,37044,district_apportioned
524129,37044,district_apportioned
524131,37044,district_apportioned
524132,37044,district_apportioned
524134,37044,district_apportioned
524137,37044,district_apportioned
524142,37044,district_apportioned
524152,37044,district_apportioned
524201,37044,district_apportioned
524203,37044,district_apportioned
524221,37044,district_apportioned
524222,37044,district_apportioned
524223,37044,district_apportioned
524224,37044,district_apportioned
524225,37044,district_apportioned
524226,37044,district_apportioned
524227,37044,district_apportioned
524228,37044,district_apportioned
524230,37044,district_apportioned
524234,37044,district_apportioned
524236,37044,district_apportioned
524239,37044,district_apportioned
524240,37044,district_apportioned
524301,37044,district_apportioned
524302,37044,district_apportioned
524303,37044,district_apportioned
524304,37044,district_apportioned
524305,37044,district_apportioned
524306,37044,district_apportioned
524307,37044,district_apportioned
524308,37044,district_apportioned
524309,37044,district_apportioned
524310,37044,district_apportioned
524311,37044,district_apportioned
524312,37044,district_apportioned
524313,37044,district_apportioned
524314,37044,district_apportioned
524315,37044,district_apportioned
524316,37044,district_apportioned
524317,37044,district_apportioned
524318,37044,district_apportioned
524319,37044,district_apportioned
524320,37044,district_apportioned
524321,37044,district_apportioned
524322,37044,district_apportioned
524323,37044,district_apportioned
524341,37044,district_apportioned
524342,37044,district_apportioned
524343,37044,district_apportioned
524344,37044,district_apportioned
524345,37044,district_apportioned
524346,37044,district_apportioned
524347,37044,district_apportioned
524366,37044,district_apportioned
524401,37044,district_apportioned
524402,37044,district_apportioned
524403,37044,district_apportioned
524404,37044,district_apportioned
524405,37044,district_apportioned
524406,37044,district_apportioned
524407,37044,district_apportioned
524408,37044,district_apportioned
524409,37044,district_apportioned
524410,37044,district_apportioned
524411,37044,district_apportioned
524412,37044,district_apportioned
524413,37044,district_apportioned
524414,37044,district_apportioned
524415,37044,district_apportioned
524421,37044,district_apportioned
530001,46637,district_apportioned
530002,46637,district_apportioned
530003,46637,district_apportioned
530004,46637,district_apportioned
530005,46637,district_apportioned
530007,46637,district_apportioned
530008,46637,district_apportioned
530009,46637,district_apportioned
530011,46637,district_apportioned
530012,46637,district_apportioned
530013,46637,district_apportioned
530014,46637,district_apportioned
530015,46637,district_apportioned
530016,46637,district_apportioned
530017,46637,district_apportioned
530018,46637,district_apportioned
530020,46637,district_apportioned
530022,46637,district_apportioned
530024,46637,district_apportioned
530026,46637,district_apportioned
530027,46637,district_apportioned
530028,46637,district_apportioned
530029,46637,district_apportioned
530031,46637,district_apportioned
530032,46637,district_apportioned
530040,46637,district_apportioned
530041,46637,district_apportioned
530043,46637,district_apportioned
530044,46637,district_apportioned
530045,46637,district_apportioned
530046,46637,district_apportioned
530047,46637,district_apportioned
530048,46637,district_apportioned
530049,46637,district_apportioned
530051,46637,district_apportioned
530052,46637,district_apportioned
530053,46637,district_apportioned
531001,46637,district_apportioned
531002,46637,district_apportioned
531011,46637,district_apportioned
531019,46637,district_apportioned
531020,46637,district_apportioned
531021,46637,district_apportioned
531022,46637,district_apportioned
531023,46637,district_apportioned
531024,46637,district_apportioned
531025,46637,district_apportioned
531026,46637,district_apportioned
531027,46637,district_apportioned
531028,46637,district_apportioned
531029,46637,district_apportioned
531030,46637,district_apportioned
531031,46637,district_apportioned
531032,46637,district_apportioned
531033,46637,district_apportioned
531034,46637,district_apportioned
531035,46637,district_apportioned
531036,46637,district_apportioned
531040,46637,district_apportioned
531055,46637,district_apportioned
531060,46637,district_apportioned
531061,46637,district_apportioned
531075,46637,district_apportioned
531077,46637,district_apportioned
531081,46637,district_apportioned
531082,46637,district_apportioned
531083,46637,district_apportioned
531084,46637,district_apportioned
531085,46637,district_apportioned
531087,46637,district_apportioned
531105,46637,district_apportioned
531111,46637,district_apportioned
531113,46637,district_apportioned
531114,46637,district_apportioned
531115,46637,district_apportioned
531116,46637,district_apportioned
531117,46637,district_apportioned
531118,46637,district_apportioned
531126,46637,district_apportioned
531127,46637,district_apportioned
531133,46637,district_apportioned
531149,46637,district_apportioned
531151,46637,district_apportioned
531162,46637,district_apportioned
531163,46637,district_apportioned
531173,46637,district_apportioned
531219,46637,district_apportioned
532001,43599,district_apportioned
532005,43599,district_apportioned
532122,41131,district_apportioned
532123,43599,district_apportioned
532127,41131,district_apportioned
532148,43599,district_apportioned
532168,43599,district_apportioned
532185,43599,district_apportioned
532186,43599,district_apportioned
532190,43599,district_apportioned
532195,43599,district_apportioned
532201,43599,district_apportioned
532203,43599,district_apportioned
532211,43599,district_apportioned
532212,43599,district_apportioned
532213,43599,district_apportioned
532214,43599,district_apportioned
532215,43599,district_apportioned
532216,43599,district_apportioned
532218,43599,district_apportioned
532219,43599,district_apportioned
532220,43599,district_apportioned
532221,43599,district_apportioned
532222,43599,district_apportioned
532242,43599,district_apportioned
532243,43599,district_apportioned
532263,43599,district_apportioned
532264,43599,district_apportioned
532284,43599,district_apportioned
532290,43599,district_apportioned
532291,43599,district_apportioned
532292,43599,district_apportioned
532312,43599,district_apportioned
532322,43599,district_apportioned
532401,43599,district_apportioned
532402,43599,district_apportioned
532403,43599,district_apportioned
532404,43599,district_apportioned
532405,43599,district_apportioned
532406,43599,district_apportioned
532407,41131,district_apportioned
532408,43599,district_apportioned
532409,43599,district_apportioned
532410,43599,district_apportioned
532421,43599,district_apportioned
532425,43599,district_apportioned
532426,43599,district_apportioned
532427,43599,district_apportioned
532428,43599,district_apportioned
532429,43599,district_apportioned
532430,43599,district_apportioned
532432,43599,district_apportioned
532440,43599,district_apportioned
532443,43599,district_apportioned
532445,43599,district_apportioned
532455,43599,district_apportioned
532456,43599,district_apportioned
532457,43599,district_apportioned
532458,43599,district_apportioned
532459,43599,district_apportioned
532460,43599,district_apportioned
532461,43599,district_apportioned
532462,43599,district_apportioned
532474,43599,district_apportioned
532484,43599,district_apportioned
533001,42597,district_apportioned
533002,42597,district_apportioned
533003,42597,district_apportioned
533004,42597,district_apportioned
533005,42597,district_apportioned
533006,42597,district_apportioned
533016,42597,district_apportioned
533101,42597,district_apportioned
533102,42597,district_apportioned
533103,42597,district_apportioned
533104,42597,district_apportioned
533105,42597,district_apportioned
533106,42597,district_apportioned
533107,42597,district_apportioned
533124,42597,district_apportioned
533125,42597,district_apportioned
533126,42597,district_apportioned
533201,42597,district_apportioned
533210,42597,district_apportioned
533211,42597,district_apportioned
533212,42597,district_apportioned
533213,42597,district_apportioned
533214,42597,district_apportioned
533215,42597,district_apportioned
533216,42597,district_apportioned
533217,42597,district_apportioned
533218,42597,district_apportioned
533220,42597,district_apportioned
533221,42597,district_apportioned
533222,42597,district_apportioned
533223,42597,district_apportioned
533228,42597,district_apportioned
533229,42597,district_apportioned
533232,42597,district_apportioned
533233,42597,district_apportioned
533234,42597,district_apportioned
533235,42597,district_apportioned
533236,42597,district_apportioned
533237,42597,district_apportioned
533238,42597,district_apportioned
533239,42597,district_apportioned
533240,42597,district_apportioned
533241,42597,district_apportioned
533242,42597,district_apportioned
533244,42597,district_apportioned
533247,42597,district_apportioned
533248,42597,district_apportioned
533249,42597,district_apportioned
533250,42597,district_apportioned
533251,42597,district_apportioned
533252,42597,district_apportioned
533253,42597,district_apportioned
533254,42597,district_apportioned
533255,42597,district_apportioned
533256,42597,district_apportioned
533260,42597,district_apportioned
533261,42597,district_apportioned
533262,42597,district_apportioned
533263,42597,district_apportioned
533264,42597,district_apportioned
533274,42597,district_apportioned
533284,42597,district_apportioned
533285,42597,district_apportioned
533286,42597,district_apportioned
533287,42597,district_apportioned
533288,42597,district_apportioned
533289,42597,district_apportioned
533290,42597,district_apportioned
533291,42597,district_apportioned
533292,42597,district_apportioned
533293,42597,district_apportioned
533294,42597,district_apportioned
533295,42597,district_apportioned
533296,42597,district_apportioned
533297,42597,district_apportioned
533305,42597,district_apportioned
533306,42597,district_apportioned
533307,42597,district_apportioned
533308,42597,district_apportioned
533309,42597,district_apportioned
533339,42597,district_apportioned
533340,42597,district_apportioned
533341,42597,district_apportioned
533342,42597,district_apportioned
533343,42597,district_apportioned
533344,42597,district_apportioned
533345,42597,district_apportioned
533346,42597,district_apportioned
533347,42597,district_apportioned
533348,42597,district_apportioned
533349,42597,district_apportioned
533350,42597,district_apportioned
533351,42597,district_apportioned
533352,49953,district_apportioned
533401,42597,district_apportioned
533406,42597,district_apportioned
533407,42597,district_apportioned
533408,42597,district_apportioned
533428,42597,district_apportioned
533429,42597,district_apportioned
533430,42597,district_apportioned
533431,42597,district_apportioned
533432,42597,district_apportioned
533433,42597,district_apportioned
533434,42597,district_apportioned
